Nitrogen Data, 30.0 ml removed at each step
Time (s)	Pressure (atm)
0.0	1.0009159506263383
0.1	0.9996403960197534
0.2	0.9991637782830022
0.30000000000000004	0.999141454785097
0.4	1.0005914295349407
0.5	0.9990298704792414
0.6	1.0007315418450617
0.7	0.9994018928191029
0.7999999999999999	1.0001262875276566
0.8999999999999999	0.9996514876394986
0.9999999999999999	1.0001653932244021
1.0999999999999999	1.000343964268796
1.2	1.0003922534717558
1.3	1.000734676007522
1.4000000000000001	0.9994823679452672
1.5000000000000002	0.9994344910436499
1.6000000000000003	0.999737611187357
1.7000000000000004	1.0002982871102752
1.8000000000000005	0.9991249828558376
1.9000000000000006	1.0001165560168102
2.0000000000000004	0.9997857211171436
2.1000000000000005	0.9998526801232701
2.2000000000000006	0.9996888933633535
2.3000000000000007	1.000480354140619
2.400000000000001	1.0004455315144185
2.500000000000001	0.9999639702048017
2.600000000000001	0.9992425054500216
2.700000000000001	0.9999251195025688
2.800000000000001	0.9990215690992972
2.9000000000000012	1.0004070055938736
3.0000000000000013	1.0000598646842247
3.1000000000000014	0.9998204289716625
3.2000000000000015	0.9998761474074678
3.3000000000000016	1.0004621065150083
3.4000000000000017	0.9999557295331465
3.5000000000000018	0.9993354116609574
3.600000000000002	1.0002174582169565
3.700000000000002	0.9991455133561111
3.800000000000002	0.9997049241848941
3.900000000000002	0.999649745643413
4.000000000000002	1.0003353275164424
4.100000000000001	1.0002408945989452
4.200000000000001	0.999982630352514
4.300000000000001	0.9999437184347201
4.4	1.000896838609188
4.5	0.9991151950471702
4.6	1.000856149583251
4.699999999999999	1.0003367589623908
4.799999999999999	1.0004133642779414
4.899999999999999	0.9991253340523311
4.999999999999998	0.9998299523098693
5.099999999999998	0.9884594017444921
5.1999999999999975	0.9782991917571321
5.299999999999997	0.9666143969568093
5.399999999999997	0.956216267951128
5.4999999999999964	0.9457783944234436
5.599999999999996	0.9337374458050035
5.699999999999996	0.9230869458229454
5.799999999999995	0.9125434887424771
5.899999999999995	0.9005760980424566
5.999999999999995	0.8902009470212163
6.099999999999994	0.8893321159668562
6.199999999999994	0.890328255447515
6.299999999999994	0.8903214573939446
6.399999999999993	0.8898760098053083
6.499999999999993	0.8890338030218402
6.5999999999999925	0.8902838291753697
6.699999999999992	0.8893664465462976
6.799999999999992	0.8903809306864852
6.8999999999999915	0.8893491965160532
6.999999999999991	0.8902179621312223
7.099999999999991	0.8898739879038845
7.19999999999999	0.889042697404189
7.29999999999999	0.8900476035623615
7.39999999999999	0.8894929259805423
7.499999999999989	0.8905758260806136
7.599999999999989	0.8905366108306156
7.699999999999989	0.888820366095213
7.799999999999988	0.890157182586536
7.899999999999988	0.8903661061141193
7.999999999999988	0.8903781112015544
8.099999999999987	0.890474184940887
8.199999999999987	0.8894609592411078
8.299999999999986	0.890320214968616
8.399999999999986	0.8894174855546414
8.499999999999986	0.8900540574384166
8.599999999999985	0.8901490090705452
8.699999999999985	0.8903895760138936
8.799999999999985	0.8888899479281894
8.899999999999984	0.8891278055494154
8.999999999999984	0.8891863047192744
9.099999999999984	0.8906051736536568
9.199999999999983	0.8898142722952102
9.299999999999983	0.8906313189188562
9.399999999999983	0.889249425431474
9.499999999999982	0.8906456105626311
9.599999999999982	0.8894320339931541
9.699999999999982	0.888767855385078
9.799999999999981	0.8891464498902298
9.89999999999998	0.889678983890521
9.99999999999998	0.8900250326645716
10.09999999999998	0.8904045790405882
10.19999999999998	0.8896714099998057
10.29999999999998	0.8897336644342468
10.399999999999979	0.8903481438730557
10.499999999999979	0.8901192148042447
10.599999999999978	0.8892676662384711
10.699999999999978	0.8898444639237588
10.799999999999978	0.8893468909205053
10.899999999999977	0.890617029884395
10.999999999999977	0.8904345139231089
11.099999999999977	0.8799773062870545
11.199999999999976	0.8690525716190569
11.299999999999976	0.8595426377496846
11.399999999999975	0.8507220012144192
11.499999999999975	0.841560738370475
11.599999999999975	0.8306134240147895
11.699999999999974	0.8210861694440545
11.799999999999974	0.81186351479178
11.899999999999974	0.8016548913019629
11.999999999999973	0.7915772299081573
12.099999999999973	0.7918541286478493
12.199999999999973	0.7920910318104225
12.299999999999972	0.7910161653504343
12.399999999999972	0.7918636312896553
12.499999999999972	0.7924518183669341
12.599999999999971	0.7920109789865745
12.69999999999997	0.7922959119420322
12.79999999999997	0.7905492744927903
12.89999999999997	0.792484224952442
12.99999999999997	0.7909496065827311
13.09999999999997	0.7919237140038831
13.199999999999969	0.7908880605936621
13.299999999999969	0.7924023407248539
13.399999999999968	0.792308526366963
13.499999999999968	0.7923368194476841
13.599999999999968	0.7906316465173916
13.699999999999967	0.7922559243698388
13.799999999999967	0.7917647606988728
13.899999999999967	0.792167987941051
13.999999999999966	0.7918127860822599
14.099999999999966	0.7917271008973433
14.199999999999966	0.7913993576027861
14.299999999999965	0.7923502471825118
14.399999999999965	0.791430348259918
14.499999999999964	0.7915303341562446
14.599999999999964	0.7922451745172995
14.699999999999964	0.7910411556892711
14.799999999999963	0.7914321370676023
14.899999999999963	0.7919310570655759
14.999999999999963	0.7917385538973759
15.099999999999962	0.7914175691395157
15.199999999999962	0.79208725377635
15.299999999999962	0.7917023576981589
15.399999999999961	0.7911881951766797
15.499999999999961	0.7912745311127368
15.59999999999996	0.7919778199446759
15.69999999999996	0.791861563716856
15.79999999999996	0.792340137146123
15.89999999999996	0.791805553051629
15.99999999999996	0.790703268350504
16.09999999999996	0.7925048005926346
16.19999999999996	0.7912927453856882
16.29999999999996	0.7905478301481887
16.399999999999963	0.7925252175183305
16.499999999999964	0.7923119143776667
16.599999999999966	0.7913455137717971
16.699999999999967	0.7915442353453058
16.79999999999997	0.7907938657079796
16.89999999999997	0.7916049588764994
16.99999999999997	0.7925077372905227
17.099999999999973	0.7826123134615478
17.199999999999974	0.7743272005684956
17.299999999999976	0.765560399117421
17.399999999999977	0.7566693855790765
17.49999999999998	0.7488110070941574
17.59999999999998	0.7398778642971197
17.69999999999998	0.7302336678712003
17.799999999999983	0.7206832276321428
17.899999999999984	0.7127960409563134
17.999999999999986	0.7045149302392233
18.099999999999987	0.7035907604438031
18.19999999999999	0.7044551695636116
18.29999999999999	0.7045516841479937
18.39999999999999	0.7036232857057378
18.499999999999993	0.7037542865249383
18.599999999999994	0.7037503291728184
18.699999999999996	0.7041164273347849
18.799999999999997	0.7051395346947182
18.9	0.704235811704765
19.0	0.7050998604301438
19.1	0.7048905530043066
19.200000000000003	0.7036146362906579
19.300000000000004	0.7042940087118138
19.400000000000006	0.7038687295224558
19.500000000000007	0.7038965545849168
19.60000000000001	0.7043492780404655
19.70000000000001	0.7044505613869402
19.80000000000001	0.7033566733923892
19.900000000000013	0.7032544618948137
20.000000000000014	0.7037543816412557
20.100000000000016	0.7050807283863874
20.200000000000017	0.7049303957493376
20.30000000000002	0.7047309075597541
20.40000000000002	0.7042512239233771
20.50000000000002	0.703317092166416
20.600000000000023	0.7044926550895414
20.700000000000024	0.704326052617248
20.800000000000026	0.705078188072048
20.900000000000027	0.7039210029822325
21.00000000000003	0.7050790296138514
21.10000000000003	0.7041048126721086
21.20000000000003	0.70362907626957
21.300000000000033	0.7034332600522032
